,symbol,label,translation
10880,paleGrayHorse,pale gray horse,bleek grijs paard
10881,paleYellow,pale yellow,bleek geel
10882,palmCypressAndOlive,"palm, cypress, and olive","palm, cipres en olijf"
10883,palmCypressAndOliveTreesTogether,"palm, cypress, and olive trees together","palm-, cipressen- en olijfbomen samen"
10884,palmOliveAndCypressTogether,"palm, olive, and cypress together","palm, olijf en cipres samen"
10885,palmTreeStaff,palm tree staff,palmboom personeel
10886,palmTreeWithLapisLazuliBranches,palm tree with lapis lazuli branches,palmboom met lapis lazuli takken
10887,palmWithDates,palm with dates,palm met dadels
10888,pantherHeadedGod,panther-headed god,god met panterkop
10889,pantherSkin,panther skin,panterhuid
10890,papaya,papaya,papaja
10891,papayaTree,papaya tree,papaja boom
10892,papyrus,papyrus,papyrus
10893,papyrusWithRedCrown,papyrus with red crown,papyrus met rode kroon
10894,paradise,paradise,paradijs
10895,paradise,Paradise,paradijs
10896,paradiseLost,paradise lost,verloren paradijs
10897,parchment,parchment,perkament
10898,parnassus,Parnassus,Parnassus
10899,parsley,parsley,peterselie
10900,parsleyCrown,parsley crown,peterselie kroon
10901,parsleyWreath,parsley wreath,peterselie krans
10902,partiColoredDaisy,parti-colored daisy,tweekleurig madeliefje
10903,partingAVeil,parting a veil,een sluier scheiden
10904,partridge,partridge,patrijs
10905,passingThroughACave,passing through a cave,door een grot gaan
10906,paten,paten,pateen
10907,peace,peace,vrede
10908,peace,Peace,Vrede
10909,peaceOfChrist,peace of Christ,vrede van Christus
10910,peachCitronAndPomegranate,"peach, citron, and pomegranate","perzik, citroen en granaatappel"
10911,martlet,martlet,huiszwaluw
10912,maryMagdaleneSt,"Mary Magdalene, St.","Maria Magdalena, St."
10913,mat,mat,mat
10914,mat,Mat,Mat
10915,matron,matron,matrone
10916,maypole,maypole,meiboom
10917,meadow,meadow,made
10918,yin,yin,yin
10919,yinAndYang,yin and yang,Yin en yang
10920,yolk,yolk,dooier
10921,youngerBrother,younger brother,jongere broer
10922,youngManBearingAMaidenOffToAHarbor,young man bearing a maiden off to a harbor,jonge man die een meisje naar een haven brengt
10923,youngManBearingWomanOffToShips,young man bearing woman off to ships,jonge man die vrouw naar schepen brengt
10924,youngManWithOldManOnShoulders,young man with old man on shoulders,jonge man met oude man op schouders
10925,youthChangedIntoASwan,youth changed into a swan,jeugd veranderd in een zwaan
10926,zenith,zenith,zenit
10927,zeusJupiter,Zeus/Jupiter,Zeus/Jupiter
10928,fivePointedStar,Five-pointed star,Vijfpuntige ster
10929,fivePointedStar,Five-pointed Star,Vijfpuntige ster
10930,flail,flail,dorsvlegel
10931,flameOnTheHead,flame on the head,vlam op het hoofd
10932,flamingHeart,flaming heart,vlammend hart
10933,flamingPearl,Flaming Pearl,Vlammende Parel
10934,flamingSword,flaming sword,vlammend zwaard
10935,flea,flea,vlo
10936,flesh,flesh,vlees
10937,flintArrowhead,flint arrowhead,vuursteen pijlpunt
10938,floating,floating,drijvend
10939,flock,flock,zwerm
10940,flockOfBirds,flock of birds,zwerm vogels
10941,flood,flood,overstroming
10942,flour,flour,meel
10943,ostrichEgg,ostrich egg,struisvogel ei
10944,ostrichFeathers,ostrich feathers,struisvogel veren
10945,oven,oven,oven
10946,oxEagleLionAndAngel,"ox, eagle, lion, and angel","os, adelaar, leeuw en engel"
10947,oxGoad,ox-goad,ossenprikkel
10948,p,P,P
10949,paintedFace,painted face,geschilderd gezicht
10950,pairOfAndrosphinxWithTheTreeOfLife,pair of androsphinx with the Tree of Life,paar androsfinx met de levensboom
10951,pairOfFish,pair of fish,paar vissen
10952,palaceOfMirrorsCrystalOrGlassThatSuddenlyAppearsByMagic,"palace of mirrors, crystal, or glass that suddenly appears by magic","paleis van spiegels, kristal of glas dat plotseling door magie verschijnt"
10953,paleGreen,pale green,lichtgroen
10954,paleness,paleness,bleekheid
10955,palmBranch,palm branch,Palmtak
10956,palmBranch,Palm branch,Palmtak
10957,swallowNest,swallow nest,zwaluwnest
10958,shieldAndSpear,shield and spear,schild en speer
10959,shieldInscribedMariaAMOrAmgpdt,"shield inscribed “Maria,” “A.M.,” or “AMGPDT”","schild met de inscriptie &quot;Maria&quot;, &quot;AM&quot; of &quot;AMGPDT&quot;"
10960,shieldWithAHelmetOnIt,shield with a helmet on it,schild met een helm erop
10961,shieldWithAnImageOfALionOrABall,shield with an image of a lion or a ball,schild met afbeelding van een leeuw of een bal
10962,shieldWithAnImageOfASerpentWithAHumanHead,shield with an image of a serpent with a human head,schild met een afbeelding van een slang met een menselijk hoofd
10963,shieldWithAnImageOfMedusaSHead,shield with an image of Medusa’s head,schild met een afbeelding van Medusa&#39;s hoofd
10964,shipInAHarbor,ship in a harbor,schip in een haven
10965,shipInFullSailOnAWomanSHead,ship in full sail on a woman’s head,schip in volle zeilen op het hoofd van een vrouw
10966,shipMadeOfNailClippings,ship made of nail clippings,schip gemaakt van nagelknipsels
10967,shipOnTheNile,ship on the Nile,schip op de Nijl
10968,shipPlowingWaves,ship plowing waves,schip ploegen golven
10969,shipSailing,ship sailing,schip zeilen
10970,shipSWheelSteeringWheel,"ship’s wheel, steering wheel","scheepswiel, stuurwiel"
10971,shipWithAHorseSHead,ship with a horse’s head,schip met een paardenhoofd
10972,shipWithAStaff,ship with a staff,schip met een staf
10973,shipWithoutOarsOrSails,ship without oars or sails,schip zonder roeispanen of zeilen
10974,shipWithWindmillAndFish,ship with windmill and fish,schip met windmolen en vis
10975,shipwreck,shipwreck,scheepswrak
10976,shirt,shirt,overhemd
10977,shittim,shittim,shittim
10978,shivaSDrum,Shiva’s drum,Shiva&#39;s trom
10979,shoreaRobusta,Shorea robusta,Shorea robusta
10980,shortLeg,short leg,kort been
10981,shortThickFingers,short thick fingers,korte dikke vingers
10982,shosholoza,Shosholoza,Shosholoza
10983,shoshone,Shoshone,Shoshone (volk)
10984,oats,oats,haver
10985,obelisk,obelisk,obelisk
10986,pressTool,press (tool),pers (gereedschap)
10987,prince,prince,prins
10988,princeRescuingASleepingPrincess,prince rescuing a sleeping princess,prins die een slapende prinses redt
10989,princessSleepingOrInASecludedPalace,princess sleeping or in a secluded palace,slapende prinses of in een afgelegen paleis
10990,proboscides,proboscides,proboscides
10991,prometheus,Prometheus,Prometheus
10992,psyche,psyche,psyché
10993,psyche,Psyche,Psyche
10994,puppy,puppy,puppy
10995,pureLight,pure light,puur licht
10996,purpleChasuble,purple chasuble,paars kazuifel
10997,puttingSomethingIntoACoffer,putting something into a coffer,iets in een koffer stoppen
10998,putto,putto,putto
10999,python,python,Python
11000,q,Q,Q
11001,quail,quail,kwartel
11002,globeUnderfoot,globe underfoot,wereldbol onder de voeten
11003,gun,gun,pistool
11004,gypsum,gypsum,gips
11005,granite,granite,graniet
11006,granite,Granite,Graniet
11007,grapeLeaves,grape leaves,druivenbladeren
11008,grapesWithWheat,grapes with wheat,druiven met tarwe
11009,ziggurat,ziggurat,ziggurat
11010,zigzag,zigzag,Zigzag
11011,ziz,Ziz,Zizo
11012,zodiac,zodiac,dierenriem
11013,zodiacWheel,Zodiac Wheel,Dierenriem wiel
11014,equilateralTriangle,equilateral triangle,gelijkzijdige driehoek
11015,equilateralTriangle,Equilateral triangle,Gelijkzijdige driehoek
11016,equilateralTriangle,Equilateral Triangle,Gelijkzijdige driehoek
11017,erato,Erato,Erato
11018,obesity,obesity,zwaarlijvigheid
11019,obsidian,obsidian,obsidiaan
11020,obsidianMirrorAsAFoot,obsidian mirror as a foot,obsidiaan spiegel als voet
11021,ocelot,ocelot,ocelot
11022,octagon,octagon,achthoek
11023,octagonalMirror,octagonal mirror,achthoekige spiegel
11024,october,October,oktober
11025,octopus,octopus,octopus
11026,raphaelArchangel,"Raphael, Archangel","Raphael, Aartsengel"
11027,raspberry,raspberry,framboos
11028,rattle,rattle,rammelaar
11029,rattlesnake,rattlesnake,ratelslang
11030,rattlesnake,Rattlesnake,Ratelslang
11031,ravenWithALoafOfBread,raven with a loaf of bread,raaf met een brood
11032,rayedCrown,rayed crown,doorstraalde kroon
11033,rayonee,rayonee,rayonee
11034,reaping,reaping,oogsten
11035,redAndBlack,red and black,rood en zwart
11036,redAndWhiteDoubleCrown,red and white double crown,rode en witte dubbele kroon
11037,redAndWhiteRosesTogether,red and white roses together,rode en witte rozen samen
11038,redAndYellowBirdWithSixFeetAndFourWings,red and yellow bird with six feet and four wings,rode en gele vogel met zes poten en vier vleugels
11039,redBeard,red beard,rode baard
11040,redBird,red bird,rode vogel
11041,redBird,Red Bird,rode vogel
11042,redDawn,red dawn,rode dageraad
11043,redEyes,red eyes,rode ogen
11044,redFlag,red flag,Rode vlag
11045,redFlower,red flower,rode bloem
11046,redHair,red hair,rood haar
11047,redHand,red hand,rode hand
11048,ropeOfTheWorld,rope of the world,touw van de wereld
11049,ropePassingThroughAWingedDoor,rope passing through a winged door,touw dat door een gevleugelde deur gaat
11050,rosaryOfShiva,Rosary of Shiva,Rozenkrans van Shiva
11051,tabernacleInATent,tabernacle in a tent,tabernakel in een tent
11052,tabernacleOnAnAltar,tabernacle on an altar,tabernakel op een altaar
11053,table,table,tafel
11054,tableshapedAltar,tableshaped altar,tafelvormig altaar
11055,tabletsOfDestiny,Tablets of Destiny,Tabletten van het lot
11056,tabletWithInk,tablet with ink,tablet met inkt
11057,tabletWithTheNameOfAPerson,tablet with the name of a person,tablet met de naam van een persoon
11058,tableWithShowbread,table with showbread,tafel met toonbrood
11059,taboo,taboo,taboe
11060,tabret,tabret,tabret
11061,taegeuk,Taegeuk,Taegeuk
11062,taíno,Taíno,Taíno
11063,takingAFishFromTheSea,taking a fish from the sea,een vis uit de zee halen
11064,talkingAndSingingBirds,talking and singing birds,pratende en zingende vogels
11065,talkingBird,talking bird,pratende vogel
11066,tallConicalBlackHat,tall conical black hat,hoge conische zwarte hoed
11067,tallCross,tall cross,hoog kruis
11068,tallCrossWithBookOrScroll,tall cross with book or scroll,hoog kruis met boek of rol
11069,tallMonkInAStrawHat,tall monk in a straw hat,lange monnik met een strohoed
11070,tallSunflower,tall sunflower,grote zonnebloem
11071,tallThinKnightOnAGauntHorse,tall thin knight on a gaunt horse,lange dunne ridder op een uitgemergeld paard
11072,tallTree,tall tree,hoge boom
11073,talos,Talos,Talos
11074,tambourine,tambourine,tamboerijn
11075,tamedLion,tamed lion,getemde leeuw
11076,tamedTiger,tamed tiger,getemde tijger
11077,tameWolf,tame wolf,tamme wolf
11078,taoistPriest,Taoist priest,Taoïstische priester
11079,tapestry,tapestry,wandtapijt
11080,tar,tar,Tär
11081,tarantulaOrBlackWidowSpider,tarantula or black widow spider,tarantula of zwarte weduwe spin
11082,tares,tares,onkruid
11083,tassel,tassel,kwast
11084,tattooOfADragonInThe19ThCentury,tattoo of a dragon in the 19th Century,tatoeage van een draak in de 19e eeuw
11085,tattooOfAFullRiggedShip,tattoo of a full rigged ship,tatoeage van een volschip
11086,tattooOfAFullRiggedShipOnA19ThCenturySailor,tattoo of a full-rigged ship on a 19th century sailor,tatoeage van een volschip op een 19e-eeuwse zeeman
11087,tauColumn,tau column,tau-kolom
11088,shrimp,shrimp,garnaal
11089,shroudPiercedWithKnifeAndBleeding,shroud pierced with knife and bleeding,lijkwade doorboord met mes en bloeden
11090,shroudWithCross,shroud with cross,lijkwade met kruis
11091,shuttleWeaverS,shuttle (weaver’s),shuttle (wever)
11092,siameseCat,Siamese cat,Siamese kat
11093,paradiseRegained,paradise regained,herwonnen paradijs
11094,paradiseRegained,Paradise regained,Paradijs herwonnen
11095,pascopyrum,Pascopyrum,Pascopyrum
11096,passingThroughAnArch,passing through an arch,door een boog gaan
11097,path,path,voetpad
11098,patientWithOneBlackLegAndOneWhiteLeg,patient with one black leg and one white leg,patiënt met één zwart been en één wit been
11099,patriarchalCrossWithASpear,patriarchal cross with a spear,patriarchaal kruis met een speer
11100,paulownia,paulownia,paulownia
11101,pavement,pavement,elementenverharding
11102,pea,pea,erwt
11103,peachAndPhoenix,peach and phoenix,perzik en feniks
11104,whiteDove,white dove,witte duif
11105,whiteDove,White Dove,Witte duif
11106,whiteEagle,white eagle,witte Arend
11107,whiteElephant,white elephant,witte Olifant
11108,whiteFacedLongBeardedManWithBowAndArrowsAndSmallBoy,white-faced long-bearded man with bow and arrows and small boy,"blanke man met lange baard, pijl en boog en kleine jongen"
11109,whiteFaceOnAnActor,white face on an actor,wit gezicht op een acteur
11110,whiteFeathers,white feathers,witte veren
11111,whiteFlag,white flag,Witte vlag
11112,whiteFlagWithRedCross,white flag with red cross,witte vlag met rood kruis
11113,whiteFlower,white flower,witte bloem
11114,whiteGarment,white garment,wit kledingstuk
11115,whiteGloves,white gloves,witte handschoenen
11116,whiteHeronAndBlackCraneOrCrow,white heron and black crane or crow,witte reiger en zwarte kraanvogel of kraai
11117,whiteHorse,white horse,wit paard
11118,whiteHorse,White Horse,Wit paard
11119,papilioGlaucus,Papilio glaucus,Papilio glaucus
11120,papyrusScepter,papyrus scepter,papyrus scepter
11121,parasol,parasol,parasol
11122,park,park,park
11123,parrot,parrot,papegaai
11124,paschalCandle,Paschal candle,Paaskaars
11125,pasiphae,Pasiphae,Pasiphae
11126,pasqueFlowerAnemone,pasque flower anemone,pasque bloem anemoon
11127,passingThroughARing,passing through a ring,door een ring gaan
11128,passionFlower,passion flower,Passiebloem
11129,patriarchalCrossTwoArmsAtTheTop,patriarchal cross (two arms at the top),patriarchaal kruis (twee armen aan de bovenkant)
11130,pawn,pawn,pion
11131,peachBlossom,peach blossom,perzik bloesem
11132,peachWithLeafAttached,peach with leaf attached,perzik met blad eraan
11133,peacockFeather,peacock feather,pauwenveer
11134,planeTree,plane tree,plataan
11135,plumBlossoms,plum blossoms,pruimenbloesems
11136,plumedSerpent,plumed serpent,gepluimde slang
11137,plutoDwarfPlanet,Pluto (dwarf planet),Pluto (dwergplaneet)
11138,poetSNarcissus,poet’s narcissus,de narcis van de dichter
11139,poinsettia,poinsettia,kerstster
11140,point,point,punt
11141,pointedEars,pointed ears,puntige oren
11142,poleStar,Pole Star,Poolster
11143,political,political,politiek
11144,polyhymnia,Polyhymnia,Polyhymnia
11145,pomegranateFlower,pomegranate flower,granaatappel bloem
11146,pond,pond,vijver
11147,pontiusPilate,Pontius Pilate,Pontius Pilatus
11148,poplar,poplar,populier
11149,postvedic,postVedic,postVedisch
11150,potato,potato,aardappel
11151,potterSWheel,potter’s wheel,pottenbakkersschijf
11152,pouringWineOnTheGround,pouring wine on the ground,wijn op de grond gieten
11153,prairieTribes,prairie tribes,prairiestammen
11154,prayerMat,prayer mat,gebedsmat
11155,palmHeldOut,palm held out,handpalm uitgestoken
11156,pandoraPandoraSBox,"Pandora, Pandora’s Box","Pandora, de doos van Pandora"
11157,pansy,pansy,viooltje
11158,papalCross,papal cross,pauselijk kruis
11159,michaelArchangel,"Michael, Archangel","Michaël, Aartsengel"
11160,mintPlant,mint (plant),munt (plant)
11161,mintPlant,mint plant,muntplant
11162,monastics,monastics,kloosterlingen
11163,monasticSGirdle,monastic’s girdle,monastieke gordel
11164,monday,Monday,Maandag
11165,moneyBag,money bag,geld buidel
11166,monolith,monolith,monoliet
11167,monthlyHoneysuckleWoodbine,monthly honeysuckle (woodbine),maandelijkse kamperfoelie (woodbine)
11168,moonAndHare,moon and hare,maan en haas
11169,moonlight,moonlight,maanlicht
11170,moonstone,moonstone,maansteen
11171,moonTarot,Moon (tarot),Maan (tarot)
11172,lambWithStaffBannerAndOrCrossPaschalLamb,"lamb with staff, banner, and/or cross (paschal lamb)","lam met staf, banier en/of kruis (paaslam)"
11173,lambWithWhiteFlagWithACrossOnIt,lamb with white flag with a cross on it,lam met witte vlag met een kruis erop
11174,lancelotSir,"Lancelot, Sir","Lancelot, meneer"
11175,laodiceaChurchOf,"Laodicea, Church of","Laodicea, Kerk van"
11176,lapHuman,lap (human),schoot (mens)
